question,answer,link
What is the minimum monthly payout I have to receive from my pension/annuity to withdraw all my retirement savings?,"['The minimum monthly payout you have to meet for you to withdraw all your retirement savings depends on your birth date and sex. This is computed with reference to the monthly payouts you can receive under CPF LIFE Standard plan with your Full Retirement Sum. ', 'If your pension/annuity monthly payout is less than the minimum monthly payout, you can withdraw a partial amount of your retirement savings.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-is-the-minimum-monthly-payout-i-have-to-receive
How much can I withdraw if my pension/annuity monthly payout is less than the minimum monthly payout?,"['If your pension/annuity monthly payout is less than the minimum monthly payout, you will be able to withdraw a partial amount of your retirement savings.', 'Your remaining retirement savings will be streamed out as monthly payouts to complement the monthly payouts you receive from your pension/annuity.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-much-can-i-withdraw-if-my-pension-annuity-monthly-payout-is
Can I choose how much I want to withdraw from my retirement savings if I have an alternative pension/annuity?,['The amount that can be withdrawn from your retirement savings will depend on the monthly payout you are receiving from your pension/annuity. You can withdraw your retirement savings in full if the pension/ annuity monthly payout is more than the minimum monthly payout.'],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/withdrawable-amount-with-alternative-source-of-income
Why can't I withdraw my top-ups from my retirement savings if I have an alternative pension/annuity?,"['Top-ups to your retirement savings are meant to build up your retirement savings and boost your retirement payouts. Hence, they cannot be withdrawn as cash in a lump sum or used for other purposes.', 'In addition to earning risk-free interest rates on your top-ups, you might have also benefited from tax relief. Allowing withdrawals of the top-ups would defeat the purpose of the scheme and the incentives given.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/top-ups-cannot-withdraw-with-pension-annuity
Can I still make top-ups or receive top-ups to my retirement savings if I have withdrawn my savings using my pension/annuity?,"['No, you cannot top up or receive top-ups to your retirement savings if you have already withdrawn your retirement savings using your pension/annuity. However, you can top up your retirement savings if you choose to join CPF LIFE.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-still-make-top-ups-or-receive-top-ups-to-my-retirement
What happens if I surrender my pension/annuity after I have withdrawn my savings?,"['If you surrender your pension/annuity after you have withdrawn your retirement savings, the surrender value of your pension/annuity, up to your Full Retirement Sum with accrued interest, will be refunded to your Retirement Account. Any excess amount will be refunded to you in cash.', ""It's important to note that you will not be able to use your annuity to obtain a loan. This is because we need to ensure that we can refund the surrender value when you surrender your annuity.""]",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-happens-if-i-surrender-my-pension-annuity-after-i-have
What happens to my CPF LIFE plan if my application to withdraw all my retirement savings using my pension/annuity is approved?,"['If your application to withdraw all your retirement savings using your pension/annuity is approved, you can decide whether to:', 'i.         terminate your CPF LIFE plan and receive a refund of the premium balance (if applicable); or', 'ii.       keep your CPF LIFE plan and receive monthly payouts for as long as you live.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/cpf-life-plan-if-i-withdraw-all-ra-using-pension-annuity
When can I apply to withdraw my retirement savings if I have a pension/annuity?,"['You can apply for withdrawal of your CPF retirement savings if you have a pension/annuity, as long as you are:', 'i.         55 or above; and', 'ii.       currently receiving lifelong monthly payouts from your pension/annuity.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/when-can-i-apply-to-withdraw-my-retirement-savings-if-i-have-a
How do I apply to withdraw my retirement savings if I have a pension/annuity?,"['If you have a pension or annuity and want to withdraw your retirement savings, the process will depend on the country you are residing in.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-apply-to-withdraw-my-retirement-savings-if-i-have-a
Can I use multiple policies to withdraw my retirement savings if I have more than one source of lifelong income?,"['Yes, if you have multiple policies that provide you with lifelong income, you can use them to apply for withdrawal of your retirement savings.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/can-i-use-multiple-policies-to-withdraw-my-retirement-savings
How will I receive my retirement savings if my application to withdraw my retirement savings using my pension/annuity is approved?,"['If your application to withdraw your retirement savings using your pension/annuity is approved, your retirement savings will be paid to your bank account provided under your Account settings.', ""To better protect you from scams, we will only accept bank accounts from banks that offer automated verification. This ensures payments are made only to your bank account. Currently, only POSB, DBS, OCBC and UOB have such an arrangement with us. We'd be happy to work with other banks to set up similar arrangements.""]",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/receive-ra-savings-if-approved-to-withdraw-using-pension-annuity
How long does it take to process my application to withdraw my retirement savings using my pension/annuity?,"['We will pay your retirement savings to your bank account generally within seven working days after we have received all necessary information. However, we may require more time if we need additional information/documents such as outstanding tax liabilities with IRAS.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-long-will-it-take-to-process-my-application-to-withdraw-my
How can I check the status of my application to withdraw my retirement savings using my pension/annuity?,"['If your application to withdraw your retirement savings using your pension/annuity is approved, you will receive a withdrawal advice by mail after we have processed the payment to your bank account. Alternatively, you can also check the status of your application by logging on to cpf.gov.sg.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-check-the-status-of-my-application-to-withdraw-my
Why should I consider monetising my property?,['You can consider this option if your property can be an additional source of retirement income. It is an option to consider if your CPF and personal savings are not enough to provide you with your desired monthly payouts in retirement. Find out more about the different ways you could monetise your property. '],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/why-should-i-consider-monetising-my-property
How can I monetise my property and which option is suitable for me?,"['Here are some ways to monetise your property for additional source of retirement income:', 'Silver Housing Bonus scheme\nIf you own an HDB flat and do not mind moving to a 3-room or smaller flat, you can consider the Silver Housing Bonus scheme.', 'Lease Buyback Scheme\nIf you prefer to live in your existing flat, you can consider the Lease Buyback Scheme.', 'Rental\nYou can consider renting out a spare bedroom, or your entire property if you have an alternative accommodation. If you own a HDB flat, find out more about renting out a flat/bedroom.', 'If you own a private property, consider speaking to a financial institution or advisor to learn about the different products available in the market that can help you monetise your property and supplement your retirement income, while ageing in place.', 'As with all important financial decisions, it is important to understand the nature of the monetisation option, and assess your situation and retirement needs before deciding if the option is suitable for you.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-can-i-monetise-my-property-and-which-option-is-suitable-for-me
What is the Silver Housing Bonus scheme?,[],https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-is-the-silver-housing-bonus-scheme
What is the Lease Buyback Scheme?,"['The Lease Buyback Scheme (LBS) enables you to supplement your retirement income by selling part of your HDB flat’s lease while you continue to live in it.', ""By participating in the LBS, the proceeds from selling part of your flat's lease will be used to top up your Retirement Account to boost your lifelong monthly payouts under CPF LIFE. You can also enjoy a cash bonus of up to $30,000."", 'Find out more about the LBS.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/what-is-the-lease-buyback-scheme
How do I apply for Lease Buyback Scheme or Silver Housing Bonus scheme?,"['You can apply for the Lease Buyback Scheme or the Silver Housing Bonus scheme through HDB:', 'Silver Housing Bonus scheme', 'Lease Buyback Scheme']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/how-do-i-apply-for-lease-buyback-scheme-or-silver-housing-bonus
I live in a private property. Are there ways for me to monetise my property without selling my home?,"['You can consider speaking with your financial institution or advisor on the available products in the market that allow you to monetise your private property to supplement your retirement income while ageing in place.', 'As with all important financial decision, it is important to understand the nature of the product and assess your own risk tolerance and retirement needs/preferences before deciding if the monetisation option is suitable for you.', 'Alternatively, you can consider renting out a spare bedroom, or your entire property if you have an alternative accommodation. This can provide you with an additional source of retirement income.']",https://www.cpf.gov.sg/member/faq/retirement-income/monthly-payouts/ways-to-monetise-my-private-property-while-aging-in-place
What can I withdraw from my CPF after the closure of my Special Account?,"['After the closure of your Special Account (SA), you can continue to withdraw any amount from your Ordinary Account, after setting aside your Full Retirement Sum in your Retirement Account (RA). You can also continue to apply to withdraw your RA savings down to your Basic Retirement Sum if you own a property in Singapore with remaining lease that lasts you until you are 95 or older. Find out more information on the withdrawal of CPF savings for property owners.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-can-i-withdraw-from-my-cpf-after-the-closure-of-my-special-0
"If I have not fully withdrawn the $5,000 that I could withdraw unconditionally when I reached age 55, what will happen when my Special Account is closed? ","['At the point your Special Account (SA) is closed, any savings in your SA that form part of your $5,000 unconditional withdrawal amount will be transferred to your Ordinary Account, which you can continue to withdraw anytime.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/if-i-have-not-fully-withdrawn-the--5-000-that-i-could-withdraw-u
"If I own a property, can I still withdraw the Special Account (SA) savings that have been transferred to my Retirement Account when my SA is closed?","['After your Special Account is closed, you can continue to withdraw your Retirement Account savings above the Basic Retirement Sum (BRS) if you own an eligible property. Find out more information on the withdrawal of CPF savings for property owners.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/if-i-own-a-property--can-i-still-withdraw-the-special-account--s
I do not want my Special Account savings to be transferred to either the Retirement Account or the Ordinary Account. Can I withdraw it?,"['Savings from the Special Account (SA) that are transferred to your Retirement Account (RA) are not withdrawable as they are meant to provide you with payouts in retirement. Once you have set aside your Full Retirement Sum in RA, you may withdraw the remaining SA savings that are transferred to the Ordinary Account (OA).', 'You may also continue to withdraw your RA savings above the Basic Retirement Sum (BRS) if you own an eligible property with remaining lease that lasts you until you are 95 or older.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/i-don-t-want-my-special-account-savings-to-be-transferred-to-eit
I was born before 1958 and have not met my Full Retirement Sum. What will happen to my Special Account savings that I can currently withdraw?,"['At the point your Special Account(SA) is closed, the amount that you could have withdrawn from your SA will be transferred to your Ordinary Account and remains withdrawable. You will be able to check the amounts transferred from your CPF statement in early 2025.  ']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/i-was-born-before-1958-and-have-not-met-my-full-retirement-sum
When can I withdraw my CPF savings?,"['You can apply to withdraw a portion of your CPF savings anytime from 55 whenever you have immediate needs for cash. There is no limit to the number of withdrawals you can make. Find out how much you can withdraw.', 'If you do not have an immediate need, you can leave your savings in your CPF accounts as rainy day funds while enjoying risk-free interest rates* of up to 6% per annum, and withdraw them only when you need to. With PayNow, you can generally receive your withdrawn monies almost instantly.', '* Based on the current 4% interest rate floor on Special and Retirement Account monies.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/when-can-i-withdraw-my-cpf-savings
Can I withdraw my CPF savings before I turn 55?,['You can apply to withdraw your CPF savings earlier if you have a medical condition that reduces your life expectancy or causes you to be permanently unfit for work or lack mental capacity permanently.'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-withdraw-my-cpf-savings-before-i-turn-55
How much CPF savings can I withdraw?,"['You can check the amount you can withdraw by logging in to your Retirement dashboard.', 'Generally, when you turn 55, you can withdraw at least $5,000 or any amount in excess after setting aside your Full Retirement Sum (FRS).', 'If you are born in 1958 and after, when you turn 65, you can withdraw an additional amount of up to 20% of your retirement savings. See more details on the withdrawal rules.', 'You can also apply to withdraw your Retirement Account savings down to your Basic Retirement Sum (BRS) if you own a property in Singapore with remaining lease that lasts you until you are 95 or older. You have the flexibility to set aside your FRS with a mixture of property (up to half your FRS, which is the BRS) and cash.', 'Please note that you cannot withdraw cash top-ups or CPF transfers, as well as government grants such as CPF LIFE Bonus or Deferment Bonus as they are designed to boost your retirement payouts. Find out how your withdrawable amount is computed.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-much-cpf-savings-can-i-withdraw
Can I still withdraw my CPF savings if I do not have the Full Retirement Sum?,"['Yes, you can still withdraw some of your CPF savings even if you have not set aside your Full Retirement Sum (FRS).', 'If you are born in 1957 or after, you can withdraw additional amount from your Retirement Account (RA) from 65. Check how much CPF savings you can withdraw.', 'However, any remaining amount that is not withdrawable and left in your Ordinary and Special Account after your withdrawal will be automatically transferred to your RA to make up your FRS. This transfer is to ensure that the savings in your RA will be sufficient to provide you with monthly payouts to supplement your living expenses when you reach the payout eligibility age. This process will occur for every withdrawal until you have set aside your FRS.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-still-withdraw-my-cpf-savings-if-i-do-not-have-the-full
"What conditions do I have to meet to set aside my Full Retirement Sum with a mixture of property and cash, and withdraw part of my Retirement Account savings using my property?","['You can withdraw part of your Retirement Account (RA) savings (excluding interest earned, any government grants received and top-ups to your retirement savings) down to your Basic Retirement Sum if:', '* Including studio apartments, and flats bought under the short-lease 2-room Flexi scheme.', 'It is important to note that the amount of RA savings you can withdraw excludes interest earned, any government grants received and top-ups to your retirement savings. It also depends on your RA balance at the point of withdrawal. For example, if you are on CPF LIFE and have started your monthly payouts, any new inflows received in your RA will be used to increase your CPF LIFE premium to provide you with higher monthly payouts, and you will not be allowed to withdraw them in a lump sum.', 'Find out how withdrawing with your property works if:']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/conditions-to-withdraw-part-of-ra-savings-using-my-property
Why do I need to own a property before I can withdraw part of my Retirement Account savings?,"[""If you do not own a property*, it's important to consider rental costs when planning for your retirement. This means you may need to set aside more savings for higher monthly payouts to cover these living expenses."", 'On the other hand, if you own a property*, you need not worry about rental costs in retirement. In addition, you would also have the option to generate extra retirement income by monetising your property. This is why members who own property* can choose to set aside their Full Retirement Sum (FRS) with a mixture of property (up to half the FRS) and cash and withdraw part of their Retirement Account savings down to their Basic Retirement Sum^ if they have other immediate retirement cash needs.', '*The property must be in Singapore and lasts you until at least age 95.', '^ Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-Up Scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/own-property-before-withdraw-part-of-ra-savings
"Can I choose to set aside my Full Retirement Sum with a mixture of property and cash, and withdraw part of my Retirement Account savings if I own a foreign property?","['No, you are not able to withdraw part of your Retirement Account savings if you own a foreign property. To secure the refund of your CPF savings when your property is sold or transferred in the future, your property must be located in Singapore.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdraw-part-of-ra-savings-foreign-property
Can I make a partial withdrawal of my CPF savings?,"['Yes, you can withdraw your savings partially and leave the remaining in your CPF accounts to earn risk-free interest rates* of up to 6% per annum. Your withdrawable savings can be withdrawn any time later, whenever you need them.', 'If you decide to withdraw a partial amount, your savings will be paid from your CPF accounts in the following order:', '* Based on the current 4% interest rate floor on Special and Retirement Account monies.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-make-a-partial-withdrawal-of-my-cpf-savings
How often can I withdraw from my CPF savings?,"['There is no limit to the number of withdrawals you can make, as long as you are eligible and have withdrawable savings.', 'You can view your Retirement dashboard to check your eligibility and the amount you can withdraw.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-often-can-i-withdraw-from-my-cpf-savings
What are the benefits in keeping the savings in my CPF accounts?,"['If you do not need the funds, keeping your savings in your CPF accounts lets you earn risk-free interest rates* of up to 6% per annum, allowing your savings to grow with compound interest.', 'You can also use your CPF savings to increase your monthly payouts in retirement. Check out the options to increase your monthly payouts using your withdrawable savings under the “Withdraw for immediate retirement needs” section in your Retirement dashboard.', '* Based on the current 4% interest rate floor on Special and Retirement Account monies.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-are-the-benefits-in-keeping-the-savings-in-my-cpf-accounts
How can I increase my monthly payouts with my CPF savings?,['You can view your Retirement dashboard to check the options you have to increase your monthly payouts using your withdrawable savings under the “Withdraw for immediate retirement needs” section.'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-can-i-increase-my-monthly-payouts-with-my-cpf-savings
I am currently using my CPF savings to service my housing loan. Can I continue to use my withdrawable CPF savings for housing payments?,"['Yes, you can use your Ordinary Account savings, including any withdrawable amounts, to pay for your housing loan.', 'You can view your Home ownership dashboard to check the savings you can use for your housing payments under the ""Amount allowed for this property"" section. This will give you a clear idea of how much more you can use before reaching the usage limits.', 'While you use your CPF savings for housing, it is also important to consider the impact on your retirement savings and ensure that you have enough for your retirement needs.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/i-am-currently-using-my-cpf-savings-to-service-my-housing-loan
How can I check my withdrawable amount?,['You can check the amount you can withdraw by logging in to your Retirement dashboard.'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-can-i-check-my-withdrawable-amount
Can I choose which CPF account to withdraw from?,"['You cannot choose the CPF account to withdraw from. Your savings will be paid from your CPF accounts in the following order:', 'Accounts with higher interest rates typically require you to lock in your savings for a longer period of time. This is similar to fixed deposits in the market, which also offer higher interest rates if savings are locked in for a set period, compared to savings deposits which are withdrawable anytime.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-choose-which-cpf-account-to-withdraw-from
How is the withdrawable amount computed?,['The amount you can withdraw from your CPF account depends on the year you are born and the balances in your CPF account. For members born in 1958 or after:'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-is-the-withdrawable-amount-computed
I have used CPF savings for my property which the remaining lease can last me until age 95. Can I withdraw my Retirement Account savings using my property?,"['If your expected housing refund is enough to restore your Full Retirement Sum (FRS)', 'You can set aside your FRS with a mixture of property (up to half the FRS) and cash, and withdraw your Retirement Account (RA) savings down to your Basic Retirement Sum (BRS*) without pledging your property.', 'If your expected housing refund is not enough to restore your Full Retirement Sum', 'You can still choose to set aside your FRS with a mixture of property (up to half the FRS) and cash, and withdraw part of your RA savings down to your BRS* if you pledge your property.', 'It is important to note that the amount of RA savings you can withdraw excludes interest earned, any government grants received and top-ups to your retirement savings. It also depends on your RA balance at the point of withdrawal. For example, if you are on CPF LIFE and have started your monthly payouts, any new inflows received in your RA will be used to increase your CPF LIFE premium to provide you with higher monthly payouts, and you will not be allowed to withdraw them in a lump sum.', 'You can refer to the examples on whether your expected housing refund is enough to restore your Full Retirement Sum.', '* Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-Up Scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/remaining-lease-ninety-five-withdraw-ra-savings-using-property
I did not use my CPF savings for my property. Can I withdraw my Retirement Account savings using my property?,"['If the property is able to last you until age 95,  you can choose to set aside your Full Retirement Sum (FRS) with a mixture of property (up to half the FRS) and cash, and withdraw your Retirement Account (RA) savings down to your Basic Retirement Sum* by pledging your property. By doing so, you will have to refund the amount withdrawn when you sell or transfer the property in future. A charge will be created on the property to secure the refund.', 'The amount you can withdraw depends on a few factors: ', 'If you are not the sole owner of the property, you will need to get the consent of all co-owners to create a charge on the property, as the refund of your withdrawn savings will affect their share of the sales proceeds.', 'You can refer to the examples provided to see how your withdrawal amount is calculated.', '* Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-Up Scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/i-did-not-use-cpf-savings-for-my-property-can-i-withdraw-my-cpf
I have withdrawn part of my Retirement Account savings using my property. What happens if I sell or transfer the property?,"['If you have withdrawn part of your Retirement Account (RA) savings using your property, you will need to refund the following when you sell or transfer the property:', 'The refunds will be made from your sales proceeds and will be used to restore your RA up to your Full Retirement Sum (FRS), which will increase* your monthly payouts.', 'This is important when you no longer own a property and will likely need to set aside more savings for higher monthly payouts to cover your rental and living expenses.', '*If you are on CPF LIFE and have started your monthly payouts, the refunds to your RA will be used to increase your CPF LIFE premium.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdrawn-part-of-ra-savings-using-property-sell-or-transfer
How do I check if my property lease is able to last me until I am 95?,"['You can check the remaining lease of your HDB property via the Housing and Development Board (HDB) website, or the Singapore Land Authority (SLA) website for private property.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-do-i-check-if-my-property-lease-is-able-to-last-me-until-i
Can I withdraw my Retirement Account savings if my property lease cannot last me until I am 95?,"['No, you will not be able to set aside your Full  Retirement Sum (FRS) with a mixture of property (up to half the FRS) and cash with a property that cannot last you until 95. Therefore, you will not be able to withdraw part of your Retirement Account (RA) savings.', 'With Singaporeans living longer, it is important for you to have a property to live in during retirement. If you do not have a property that will last you to at least age 95, you may need to tap on your monthly payouts for your future housing needs such as rental cost, in the event that you outlive the lease.', 'However, exceptions can be made if you have bought property and turned 55 before 10 May 2019, provided your property:', 'If you meet the above conditions, you may be eligible to set aside your FRS with a mixture of property (up to half your FRS) and cash, and withdraw part of your RA savings down to your Basic Retirement Sum* using your property.', '* Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-Up Scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdraw-ra-savings-property-lease-cannot-last-until-ninety-five
I am an undischarged bankrupt. Can I still choose to withdraw my Retirement Account savings using my property?,"['Whether you can withdraw your Retirement Account (RA) savings using your property depends on whether you own an HDB or private property.', 'For HDB property owners', 'You can choose to set aside your Full Retirement Sum (FRS) with a mixture of property (up to half your FRS) and cash, and withdraw part of your RA savings down to your Basic Retirement Sum (BRS*) if your HDB property can last you until 95.', 'For private property owners', 'You can choose to set aside your FRS with a mixture of property (up to half your FRS) and cash, and withdraw part of your RA savings down to your BRS* if your private property can last you until 95 and the expected housing refund is enough to restore your Full Retirement Sum (FRS).', 'However, if you have not used your CPF savings for your property, or the expected housing refund is not enough to restore your FRS, you will not be able to withdraw your RA savings. This is because no additional charge can be created on your property. If you need more information, you can approach the Official Assignee.', 'It is important to note that the amount of RA savings you can withdraw excludes interest earned, any government grants received and top-ups to your retirement savings. It also depends on your RA balance at the point of withdrawal. For example, if you are on CPF LIFE and have started your monthly payouts, any new inflows received in your RA will be used to increase your CPF LIFE premium to provide you with higher monthly payouts, and you will not be allowed to withdraw them in a lump sum.', '* Excluding interest, any government grants and top-ups made under the Retirement Sum Topping-Up Scheme.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/undischarged-bankrupt-withdraw-ra-savings-using-property
Do I earn interest for the balances in my CPF accounts up to the date of my withdrawal?,"['You will earn interest for the withdrawable amount up to the month before your withdrawal.', 'The interest earned will be credited into your CPF account at the beginning of each year and can be withdrawn from then on.', 'Find out how your CPF interest is calculated.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/do-i-earn-interest-for-balances-in-my-cpf-accounts
What is Daily Withdrawal Limit?,['The Daily Withdrawal Limit is a limit that all CPF members aged 55 and above can set to determine the maximum daily amount they can withdraw online. There is no change in the current withdrawal rules under withdrawals for immediate needs for members aged 55 and above.'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/daily-withdrawal-limit
Does the Daily Withdrawal Limit affect the total amount that I can withdraw from my CPF account?,"['No, the Daily Withdrawal Limit does not affect your total withdrawable amount. There is no change to the withdrawal rules under withdrawals for immediate needs for members aged 55 and above.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/does-the-daily-withdrawal-limit-affect-the-total-amount
What type of CPF withdrawals does the Daily Withdrawal Limit apply to and how do I change the Daily Withdrawal Limit? ,"['The Daily Withdrawal Limit applies to CPF lump sum withdrawals made under withdrawals for immediate needs for members aged 55 and above.', 'A default online CPF withdrawal limit of $2,000 a day will be applied to all CPF members aged 55 and above. You can adjust the Daily Withdrawal Limit to any amount, from $0 up to $200,000, at any time under Account settings via Singpass authentication. Please note that any increase to the Daily Withdrawal Limit will be subject to Singpass Face Verification and a 12-hour cooling period.', 'You can also conveniently activate the CPF Withdrawal Lock under Account settings to instantly disable online withdrawal.', 'Please visit the FAQs below to find out more about Singpass Face Verification and the 12-hour cooling period:', 'What is Singpass Face Verification?', 'How do I set up Singpass Face Verification (SFV)?', 'Why am I prompted for Singpass Face Verification when performing transactions using my cpf digital services?', 'Why is Singpass Face Verification failing for me?', 'Why is there a 12-hour cooling period?']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/type-of-withdrawals-daily-withdrawal-limit-apply-change-limit
How do I disable my online CPF withdrawal?,['You can activate the CPF Withdrawal Lock to instantly disable your online CPF withdrawal. This activation sets the Daily Withdrawal Limit to $0.'],https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-do-i-disable-my-online-cpf-withdrawal
What happens after I have activated the CPF Withdrawal Lock? ,"['The CPF Withdrawal Lock will disable online CPF withdrawals instantly.', 'If you would like to re-enable online CPF withdrawals, the fastest way is by increasing the Daily Withdrawal Limit via Account settings with Singpass Face Verification. It takes 12 hours to take effect, and thereafter you can make an online withdrawal to your Paynow-NRIC linked bank account. Alternatively, you can make an appointment to visit us to perform your transaction and you will generally receive your CPF monies via Interbank GIRO within 5 working days.', ' ']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/what-happens-after-i-have-activated-the-cpf-withdrawal-lock
I am receiving my monthly payouts. Does the Daily Withdrawal Limit affect my monthly payout amount? ,"['No, the Daily Withdrawal Limit does not affect the monthly payout amount you are receiving. The Daily Withdrawal Limit only applies to CPF lump sum withdrawals made under withdrawals for immediate needs for members aged 55 and above.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/does-the-daily-withdrawal-limit-affect-my-monthly-payout-amount
Does the Daily Withdrawal Limit affect the amount that I can invest under the CPF Investment Scheme?,"['No, the Daily Withdrawal Limit does not affect the amount that you can invest under the CPF Investment Scheme. The Daily Withdrawal Limit only applies to CPF lump sum withdrawals made under withdrawals for immediate needs for members aged 55 and above.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/does-daily-withdrawal-limit-affect-the-amount-that-i-can-invest
"What should I do if I need to withdraw more than the default daily online withdrawal limit of $2,000? ","['Withdrawal of more than $2,000 can be done by first adjusting the Daily Withdrawal Limit to your desired amount, then wait for 12 hours for the higher limit to take effect.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdraw-more-than-the-default-daily-online-withdrawal-limit
"What should I do if I need to withdraw more than the daily online withdrawal cap of $200,000?","['Withdrawal of amounts above $200,000 can only be made in person at CPF Service Centres. Please make an appointment to visit us to make the withdrawal. You will generally receive your CPF monies via Interbank GIRO within 5 working days.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/withdraw-more-than-the-daily-online-withdrawal-cap
Why do I need to update my contact details to adjust the Daily Withdrawal Limit or make a CPF lump sum withdrawal? ,"['Notifications via SMS or email will be sent to you whenever there are adjustments to the Daily Withdrawal Limit, or when you make a CPF lump sum withdrawal. As such, you will have to update your contact details under Account settings to receive these notifications. These notifications help provide immediate alerts and prevent any unauthorised adjustments or CPF lump sum withdrawals without your knowledge.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/update-contact-details-adjust-daily-withdrawal-limit-make-wdl
Can I choose to opt-out of the Daily Withdrawal Limit? ,"['As part of CPF Board’s ongoing efforts to safeguard CPF members’ savings against unauthorised online withdrawals, all members aged 55 and above will be subject to the Daily Withdrawal Limit. You can set the Daily Withdrawal Limit to your preferred amount, from $0 up to $200,000.']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/can-i-choose-to-opt-out-of-the-daily-withdrawal-limit
How can I withdraw my CPF savings?,"['You can apply for withdrawal of your CPF savings from 55 by submitting an online application.', 'If you do not need to withdraw immediately and want to disable online CPF withdrawals, you can activate the CPF Withdrawal Lock under Account Settings.', 'Please visit the FAQ below to find out more about:', 'What happens after I have activated the CPF withdrawal Lock?']",https://www.cpf.gov.sg/member/faq/retirement-income/retirement-withdrawals/how-can-i-withdraw-my-cpf-savings
